Id,SalePrice
1461,122641.3654636669
1462,165785.84943958142
1463,175336.11979850862
1464,175336.11979850862
1465,184018.92513303616
1466,218746.29765860713
1467,179694.5895405994
1468,175069.7066848045
1469,179243.50137015135
1470,116786.17040674547
1471,186219.66505995922
1472,105120.07994500044
1473,107172.72186036137
1474,122642.61318742692
1475,115867.75045911873
1476,284769.7527187728
1477,239048.64535571684
1478,292281.4456697911
1479,331666.7976954709
1480,454296.5711496698
1481,300995.5586098401
1482,186692.9599633984
1483,186848.74876380322
1484,175633.1186039861
1485,174923.06711558177
1486,218479.88454490298
1487,257206.40561549575
1488,241502.22449000695
1489,182691.02429706068
1490,234969.46048833666
1491,191405.16065629397
1492,122991.5690141918
1493,181147.52753761504
1494,303549.97298527654
1495,208995.8052312624
1496,234669.62990938927
1497,213019.326937072
1498,173922.06769600522
1499,173922.06769600522
1500,174335.12037893207
1501,174335.12037893207
1502,173922.06769600522
1503,216435.84502822213
1504,219326.84803032532
1505,234669.62990938927
1506,198585.4803348656
1507,306423.5327727675
1508,171909.465306306
1509,153788.58605340504
1510,145360.16455841027
1511,145360.16455841027
1512,157253.18674503133
1513,145887.0314398703
1514,173807.88914239954
1515,207301.39744199198
1516,133592.00517367866
1517,142255.2964246559
1518,156203.95045562298
1519,234911.58224158778
1520,142501.27800038218
1521,145360.16455841027
1522,157253.18674503133
1523,117428.65703329151
1524,129909.3042547526
1525,126259.77191556172
1526,130701.07935402649
1527,122704.96301542544
1528,116831.98923069518
1529,144587.56027023558
1530,148775.935247493
1531,154116.94507398698
1532,122170.84241256895
1533,147963.26507177448
1534,116987.87666296148
1535,133267.76573127173
1536,129580.32996668635
1537,115261.8098720142
1538,128661.76747985391
1539,194298.58018254317
1540,176423.0910351521
1541,120997.70605338197
1542,126976.948735235
1543,168588.99719976904
1544,112126.20124010876
1545,104596.99210368595
1546,117264.71663080808
1547,125008.79964810805
1548,119826.72008510545
1549,104596.99210368595
1550,127872.69514211343
1551,127797.05336121967
1552,158157.27965872965
1553,159147.85695381556
1554,114794.37660404107
1555,182600.68778514626
1556,109944.05988358973
1557,145360.16455841027
1558,106581.6666647207
1559,153180.6333510859
1560,149519.84045707504
1561,198585.4803348656
1562,119529.39949126699
1563,115998.80444372976
1564,150047.3454264202
1565,154115.33260854962
1566,180851.29661413844
1567,112067.33415360052
1568,187958.09214600432
1569,137019.09545081266
1570,132399.08205245447
1571,145360.16455841027
1572,145054.159041753
1573,237860.83689379715
1574,147155.35082259573
1575,191155.27618339405
1576,215725.53513364602
1577,181970.83109221404
1578,135564.94933157816
1579,166823.58276365066
1580,179718.36495467968
1581,133549.8554723535
1582,118425.37188250563
1583,315589.9352656961
1584,270602.74540678074
1585,165933.71477618485
1586,104596.99210368595
1587,124935.21968682627
1588,145617.81821707147
1589,116100.11280813928
1590,141124.83826485506
1591,124867.25233250011
1592,143907.6242613121
1593,115475.71660241524
1594,169034.61150555097
1595,158631.74735328605
1596,173196.54767544137
1597,192060.8423241264
1598,175336.11979850862
1599,166600.69557058366
1600,178960.00323472696
1601,104596.99210368595
1602,107056.71200330142
1603,124344.1644911856
1604,245152.7873904005
1605,221557.81086831578
1606,146680.92422357257
1607,229306.2945040593
1608,186848.74876380322
1609,182387.90828341543
1610,175336.11979850862
1611,161903.41702182972
1612,204897.43372068778
1613,187146.24430179904
1614,122994.00149575532
1615,107104.7545060352
1616,107104.7545060352
1617,107104.7545060352
1618,118425.37188250563
1619,128810.53417974985
1620,263544.1031944638
1621,167302.36993540666
1622,122797.79860396801
1623,285180.8924330993
1624,179750.02363382385
1625,124279.24719022482
1626,156597.177630707
1627,175336.11979850862
1628,247535.5997407144
1629,175069.7066848045
1630,342466.82740183314
1631,234256.7877184259
1632,290044.9768646944
1633,174923.06711558177
1634,175069.7066848045
1635,188605.59560753033
1636,179694.5895405994
1637,166105.66033248144
1638,190830.4950913794
1639,160264.45535690367
1640,232209.0471436573
1641,161162.58620488647
1642,219280.3903890096
1643,190715.41453715225
1644,215459.1220199419
1645,158399.8656607521
1646,142085.85451026846
1647,147217.53175532288
1648,144359.23215175566
1649,127807.54694248817
1650,117638.00591948992
1651,117638.00591948992
1652,105120.07994500044
1653,105120.07994500044
1654,154460.2711955289
1655,128530.53554583453
1656,122642.61318742692
1657,154840.50251085992
1658,123022.84450275794
1659,115867.75045911873
1660,140948.88055556192
1661,457611.65928091
1662,308898.5894760401
1663,353207.6660776796
1664,388646.7432962981
1665,311607.4104814592
1666,323067.48035279615
1667,328701.7439493242
1668,307835.1552575444
1669,236614.70807849301
1670,339023.4682546631
1671,324923.63799531834
1672,458472.883371892
1673,287235.3114344831
1674,242322.4262256749
1675,186219.66505995922
1676,184955.6868807057
1677,186519.49563890658
1678,380883.3800373201
1679,368044.601803739
1680,317424.0861352329
1681,218719.8678314885
1682,327245.5376746747
1683,190031.00022349332
1684,175336.11979850862
1685,175336.11979850862
1686,181236.2447863416
1687,174923.06711558177
1688,175069.7066848045
1689,175336.11979850862
1690,175336.11979850862
1691,175069.7066848045
1692,230806.57123159114
1693,174923.06711558177
1694,175069.7066848045
1695,175069.7066848045
1696,290758.96872384887
1697,175069.7066848045
1698,331203.691159431
1699,315504.8389155457
1700,247915.6695791568
1701,286032.3805595431
1702,295806.7903094494
1703,252048.52861934958
1704,288638.2121761507
1705,204822.29684382692
1706,369414.60231007845
1707,205110.23165197924
1708,191382.4653848327
1709,237638.06381082084
1710,205316.14415931795
1711,219155.10760178894
1712,307964.11924549716
1713,250168.27285458584
1714,235165.4226389811
1715,213753.91324294443
1716,175029.33076073238
1717,168268.2205579274
1718,168923.05387917403
1719,221697.0183498551
1720,234969.46048833666
1721,168590.0993404825
1722,168590.0993404825
1723,176689.58369241367
1724,210329.62201124572
1725,231215.38117477298
1726,218479.88454490298
1727,186219.66505995922
1728,176875.62241616755
1729,172093.26125279255
1730,171561.4235797076
1731,125153.85833126646
1732,117638.00591948992
1733,115998.80444372976
1734,125274.30293417901
1735,123833.43637525219
1736,123833.43637525219
1737,247129.86825591992
1738,176393.77105393846
1739,322578.57356739446
1740,308242.06945526873
1741,174295.91527073632
1742,174335.12037893207
1743,174335.12037893207
1744,182092.82983636681
1745,205455.25047757354
1746,177928.94314157014
1747,180905.00886629865
1748,213569.15220089167
1749,149113.96762152293
1750,144777.24657457066
1751,197495.1268392615
1752,115998.80444372976
1753,157253.18674503133
1754,173381.90690788615
1755,166881.60645953772
1756,119127.17527041849
1757,117638.00591948992
1758,149045.14574908596
1759,174693.9557849335
1760,147923.31495695346
1761,145782.15747375655
1762,169669.08101995938
1763,161090.18416434788
1764,123514.6568555063
1765,156315.48116608858
1766,156935.16158595047
1767,180372.2629921241
1768,142501.27800038218
1769,153956.61048207057
1770,125580.30845083627
1771,144587.56027023558
1772,148635.03102160382
1773,145360.16455841027
1774,198585.4803348656
1775,129797.91384837353
1776,147406.47935551772
1777,112126.20124010876
1778,123490.03637429386
1779,144511.2623451814
1780,159604.76979439272
1781,145360.16455841027
1782,112649.28908142327
1783,122880.9962563159
1784,107143.57731848856
1785,130716.5449427852
1786,148043.759559866
1787,152452.6476975557
1788,104596.99210368595
1789,115261.8098720142
1790,107056.71200330142
1791,211934.19150644718
1792,149407.6353097785
1793,129011.73098480137
1794,123061.9688500815
1795,140948.88055556192
1796,141584.40843282716
1797,114288.49055718342
1798,125856.80228116205
1799,109361.77563417645
1800,144587.56027023558
1801,122520.95863612142
1802,129797.91384837353
1803,159955.54963915388
1804,123743.6915556427
1805,126171.16504735732
1806,117779.55323509788
1807,155991.77651135484
1808,125578.3700008355
1809,148189.37571010191
1810,146071.90746487153
1811,141419.00748778705
1812,121690.95954659136
1813,114647.62175447855
1814,115475.71660241524
1815,104596.99210368595
1816,112126.20124010876
1817,128263.23824234538
1818,158780.59056249005
1819,112948.64945306092
1820,114975.20387324785
1821,125953.58116567014
1822,152755.28930435507
1823,112412.8072388751
1824,154663.00584292805
1825,128898.91824741648
1826,116987.87666296148
1827,122704.96301542544
1828,126894.51785318469
1829,127797.05336121967
1830,152004.4326693455
1831,150429.848172854
1832,161536.60262288307
1833,165940.1029801663
1834,129847.71649281934
1835,153616.06240292318
1836,144214.08895628212
1837,117367.11017419229
1838,121454.78936259796
1839,106416.96705278866
1840,177783.01585899093
1841,143654.41197299806
1842,109392.5771658199
1843,132399.08205245447
1844,125878.9279099414
1845,136582.36209996132
1846,157316.03637918766
1847,243730.74077986478
1848,105893.39898478115
1849,167156.43466859194
1850,128606.74720130055
1851,156547.2263372244
1852,132110.74369126427
1853,135116.32618442428
1854,168195.57914615053
1855,170383.48973072084
1856,182483.2395017134
1857,187628.52184017652
1858,179781.19053363113
1859,157350.6293713438
1860,145218.93981614927
1861,157350.6293713438
1862,294646.95694422
1863,293073.4059181914
1864,293073.4059181914
1865,257460.09080306857
1866,307060.6958702833
1867,237531.58376890057
1868,303141.28829406196
1869,184523.61782314206
1870,182983.6069359379
1871,235990.72934556103
1872,175336.11979850862
1873,188605.59560753033
1874,166823.58276365066
1875,230772.77386683464
1876,215595.99231721964
1877,205570.3013398935
1878,235298.71361323324
1879,131054.572079711
1880,123206.00253030716
1881,242326.7611888209
1882,266922.0180596721
1883,218152.3210362823
1884,220517.8941397414
1885,234491.3512279379
1886,318098.70608488505
1887,221131.21392812987
1888,243345.78195800268
1889,176875.62241616755
1890,143273.88228855687
1891,167234.84808671268
1892,118425.37188250563
1893,151427.89316777012
1894,158554.53844118287
1895,161124.07202296107
1896,117488.38939212888
1897,116987.87666296148
1898,110220.68565593912
1899,144587.56027023558
1900,110861.32488460478
1901,162989.45077026798
1902,161903.41702182972
1903,207055.9637541287
1904,139881.33969789286
1905,174693.9557849335
1906,133592.00517367866
1907,245476.5061962381
1908,105869.77000488782
1909,112339.02178787773
1910,112339.02178787773
1911,184881.73769239767
1912,242758.78013793245
1913,155771.57283979264
1914,104883.59810245229
1915,247129.7920672449
1916,124279.70474439186
1917,263318.82822504157
1918,123112.3772137425
1919,145668.3726405622
1920,239454.78811639533
1921,388579.80798635015
1922,250177.0210919468
1923,178298.41551581238
1924,227877.32227174263
1925,239647.7207985667
1926,356344.3166110327
1927,129525.63731728293
1928,162070.89423195206
